applicant_id,jurisdiction,age,income,credit_score,debt_to_income,employment_length,loan_amount,postcode_risk_band,thin_file_flag,income_instability_flag,model_score,decision,observed_default,gender_audit,age_band,protected_group_flag,audit_group,denial_feature_candidate
APP-00204,EU,52,37734,710,0.194,8.5,11646,Medium,1,0,0.5888,Approved,0,Male,46-55,0,Reference audit group,thin_file_flag
APP-00205,EU,43,26213,647,0.437,3.5,12807,High,0,0,0.2045,Declined,1,Female,36-45,0,Reference audit group,postcode_risk_band
APP-00206,EU,51,93313,777,0.332,8.4,32166,Very High,0,0,0.7826,Approved,0,Female,46-55,1,Protected audit group,postcode_risk_band
APP-00207,EU,40,63864,710,0.306,7.8,22280,Low,0,0,0.7244,Approved,0,Male,36-45,0,Reference audit group,credit_score
APP-00208,US,35,30995,650,0.231,8.7,11705,Very High,0,0,0.3234,Declined,1,Female,26-35,1,Protected audit group,postcode_risk_band
APP-00209,US,39,30311,555,0.333,3.0,14300,Low,0,0,0.1352,Declined,1,Female,36-45,0,Reference audit group,credit_score
APP-00210,EU,19,23994,567,0.298,2.4,10025,Medium,0,0,0.1249,Declined,0,Female,19-25,0,Reference audit group,credit_score
APP-00211,EU,24,57766,653,0.485,4.9,27529,High,1,1,0.1668,Declined,1,Male,19-25,1,Protected audit group,thin_file_flag
APP-00212,US,34,22142,650,0.249,0.7,6822,Very High,0,1,0.1768,Declined,0,Male,26-35,1,Protected audit group,postcode_risk_band
APP-00213,EU,31,48130,598,0.267,1.2,28072,High,0,0,0.172,Declined,0,Male,26-35,1,Protected audit group,credit_score
APP-00214,EU,43,31970,737,0.524,2.8,16352,Low,0,0,0.548,Declined,0,Male,36-45,0,Reference audit group,debt_to_income
APP-00215,EU,49,42416,689,0.453,0.9,29339,High,0,1,0.2462,Declined,0,Female,46-55,1,Protected audit group,employment_length
APP-00216,EU,19,65865,650,0.477,1.0,34568,Medium,0,0,0.292,Declined,0,Female,19-25,1,Protected audit group,employment_length
APP-00217,EU,31,33681,671,0.283,4.3,14804,Low,1,1,0.3284,Declined,0,Female,26-35,0,Reference audit group,thin_file_flag
APP-00218,US,34,40125,615,0.598,4.6,24264,Low,0,0,0.1878,Declined,0,Male,26-35,1,Protected audit group,debt_to_income
APP-00219,US,39,39524,711,0.458,3.2,19892,High,0,0,0.4066,Declined,0,Male,36-45,1,Protected audit group,postcode_risk_band
APP-00220,EU,45,53137,763,0.297,3.9,26068,Medium,0,0,0.7506,Approved,0,Female,36-45,0,Reference audit group,postcode_risk_band
APP-00221,EU,32,54280,688,0.353,9.9,23494,Very High,1,0,0.3361,Declined,0,Male,26-35,1,Protected audit group,postcode_risk_band
APP-00222,US,39,54554,650,0.227,12.5,29439,Medium,0,0,0.4827,Declined,0,Female,36-45,0,Reference audit group,postcode_risk_band
APP-00223,EU,31,44149,763,0.291,1.6,12690,Low,0,0,0.776,Approved,0,Female,26-35,0,Reference audit group,employment_length
APP-00224,EU,34,27099,628,0.325,15.0,9746,Low,0,0,0.3629,Declined,0,Male,26-35,0,Reference audit group,credit_score
APP-00225,US,28,39551,682,0.472,2.3,15540,Medium,1,0,0.28,Declined,0,Male,26-35,0,Reference audit group,thin_file_flag
APP-00226,US,42,57372,701,0.299,10.1,24526,Low,0,0,0.6849,Approved,0,Male,36-45,0,Reference audit group,credit_score
APP-00227,US,49,30473,608,0.444,1.3,11931,Low,1,0,0.1374,Declined,0,Female,46-55,1,Protected audit group,credit_score
APP-00228,EU,39,44861,661,0.363,6.2,17685,High,0,0,0.3615,Declined,0,Female,36-45,0,Reference audit group,postcode_risk_band
APP-00229,US,33,44197,676,0.576,4.3,23186,Medium,0,0,0.3229,Declined,0,Female,26-35,0,Reference audit group,debt_to_income
APP-00230,EU,27,79790,712,0.371,1.4,40939,High,0,0,0.5074,Declined,0,Female,26-35,0,Reference audit group,postcode_risk_band
APP-00231,US,43,67168,664,0.425,1.0,28330,Medium,0,1,0.3167,Declined,0,Female,36-45,0,Reference audit group,employment_length
APP-00232,EU,27,33098,672,0.201,3.8,11657,Medium,0,0,0.4839,Declined,0,Male,26-35,0,Reference audit group,postcode_risk_band
APP-00233,US,38,45053,685,0.472,2.3,26708,Medium,0,0,0.3679,Declined,1,Female,36-45,1,Protected audit group,debt_to_income
APP-00234,EU,49,24828,638,0.648,15.1,12934,Low,0,0,0.2246,Declined,1,Female,46-55,1,Protected audit group,debt_to_income
APP-00235,EU,27,71213,670,0.374,0.7,26847,Medium,0,1,0.367,Declined,0,Female,26-35,1,Protected audit group,employment_length
APP-00236,EU,52,21467,628,0.428,14.2,7808,Very High,1,0,0.1165,Declined,0,Male,46-55,1,Protected audit group,postcode_risk_band
APP-00237,US,32,35377,593,0.395,7.0,16490,Low,1,0,0.168,Declined,0,Male,26-35,0,Reference audit group,credit_score
APP-00238,EU,38,39710,646,0.418,1.5,18077,Medium,0,1,0.2269,Declined,0,Female,36-45,1,Protected audit group,income_instability_flag
APP-00239,EU,31,59552,684,0.343,3.2,21741,High,0,1,0.3807,Declined,0,Male,26-35,1,Protected audit group,postcode_risk_band
APP-00240,US,38,49502,616,0.325,0.9,12562,Low,0,0,0.3137,Declined,0,Female,36-45,0,Reference audit group,credit_score
APP-00241,US,48,42638,780,0.1,17.9,7504,Low,0,0,0.9067,Approved,0,Male,46-55,0,Reference audit group,credit_score
APP-00242,EU,44,66683,672,0.084,7.8,17258,Medium,0,0,0.6836,Approved,0,Female,36-45,0,Reference audit group,postcode_risk_band
APP-00243,EU,39,77119,631,0.299,1.2,26216,Low,0,0,0.4111,Declined,1,Male,36-45,1,Protected audit group,credit_score
APP-00244,EU,35,96329,757,0.647,1.5,44272,High,1,0,0.4402,Declined,0,Female,26-35,0,Reference audit group,debt_to_income
APP-00245,EU,43,43178,709,0.444,2.1,20297,Low,0,1,0.4633,Declined,0,Male,36-45,0,Reference audit group,income_instability_flag
APP-00246,EU,36,51101,618,0.345,1.7,23096,Medium,0,0,0.2545,Declined,1,Female,36-45,1,Protected audit group,credit_score
APP-00247,US,38,28338,670,0.335,12.8,12731,Low,0,0,0.488,Declined,0,Female,36-45,0,Reference audit group,credit_score
APP-00248,US,46,43941,683,0.427,1.6,22079,Very High,0,0,0.2747,Declined,0,Male,46-55,1,Protected audit group,postcode_risk_band
APP-00249,US,37,36118,551,0.591,0.6,18969,Low,1,1,0.039,Declined,1,Male,36-45,1,Protected audit group,credit_score
APP-00250,EU,35,60176,657,0.393,3.9,31386,High,0,1,0.2681,Declined,0,Male,26-35,1,Protected audit group,postcode_risk_band
APP-00251,US,36,60550,687,0.357,2.0,15007,Low,0,0,0.5656,Approved,0,Male,36-45,1,Protected audit group,credit_score
APP-00252,US,34,65002,633,0.547,4.3,22105,High,1,0,0.1598,Declined,1,Female,26-35,0,Reference audit group,debt_to_income
APP-00253,US,30,43625,726,0.202,1.3,17460,Medium,0,0,0.6507,Approved,0,Male,26-35,0,Reference audit group,employment_length
APP-00254,EU,29,44970,655,0.226,1.3,10278,Low,0,0,0.4864,Declined,0,Female,26-35,0,Reference audit group,employment_length
APP-00255,US,38,31714,625,0.266,3.1,14571,Medium,1,1,0.1644,Declined,0,Female,36-45,1,Protected audit group,thin_file_flag
APP-00256,US,21,18068,603,0.334,5.7,7983,High,0,1,0.1186,Declined,0,Female,19-25,0,Reference audit group,credit_score
APP-00257,US,50,46702,644,0.458,14.0,11779,Medium,0,1,0.3125,Declined,1,Female,46-55,1,Protected audit group,income_instability_flag
APP-00258,EU,43,71803,629,0.391,3.0,36959,Medium,0,0,0.3027,Declined,1,Male,36-45,0,Reference audit group,credit_score
APP-00259,EU,44,54603,613,0.388,3.6,25910,Low,0,0,0.2909,Declined,0,Female,36-45,0,Reference audit group,credit_score
APP-00260,US,41,49286,665,0.216,1.6,13365,Medium,1,0,0.3763,Declined,0,Male,36-45,0,Reference audit group,thin_file_flag
APP-00261,US,46,79416,591,0.338,3.3,35980,High,1,1,0.1122,Declined,0,Female,46-55,1,Protected audit group,credit_score
APP-00262,EU,19,58835,634,0.221,3.5,27309,Very High,0,1,0.2328,Declined,0,Male,19-25,1,Protected audit group,postcode_risk_band
APP-00263,EU,38,29791,660,0.139,1.4,12021,Low,0,0,0.4786,Declined,0,Male,36-45,1,Protected audit group,employment_length
APP-00264,EU,38,44128,696,0.396,6.2,21509,Low,0,0,0.563,Approved,0,Female,36-45,1,Protected audit group,debt_to_income
APP-00265,US,37,36017,618,0.177,5.9,13943,Low,0,0,0.4036,Declined,0,Male,36-45,0,Reference audit group,credit_score
APP-00266,EU,27,37229,647,0.411,0.8,25189,Low,0,1,0.2362,Declined,1,Female,26-35,1,Protected audit group,employment_length
APP-00267,EU,35,42464,675,0.442,0.8,15416,Very High,1,0,0.1811,Declined,0,Male,26-35,1,Protected audit group,postcode_risk_band
APP-00268,EU,25,43768,670,0.27,2.9,11472,Low,0,1,0.4656,Declined,1,Male,19-25,0,Reference audit group,income_instability_flag
APP-00269,US,39,22569,584,0.05,7.7,7243,Very High,1,1,0.1144,Declined,1,Male,36-45,0,Reference audit group,credit_score
APP-00270,EU,37,47396,685,0.394,3.3,23424,Low,0,0,0.4944,Declined,0,Male,36-45,0,Reference audit group,debt_to_income
APP-00271,US,26,40933,691,0.28,17.0,12644,Low,0,0,0.6452,Approved,0,Male,26-35,0,Reference audit group,credit_score
APP-00272,US,30,26857,758,0.387,2.4,11956,Medium,0,0,0.6182,Approved,0,Male,26-35,0,Reference audit group,postcode_risk_band
APP-00273,EU,38,46264,788,0.26,5.7,14510,Low,0,0,0.8672,Approved,0,Female,36-45,0,Reference audit group,credit_score
APP-00274,US,44,29477,602,0.34,5.9,10684,High,0,1,0.1474,Declined,1,Female,36-45,1,Protected audit group,credit_score
APP-00275,US,39,59974,625,0.42,1.7,28171,Medium,0,0,0.2543,Declined,0,Male,36-45,0,Reference audit group,credit_score
APP-00276,US,35,60096,763,0.533,2.3,31537,Very High,0,1,0.4511,Declined,0,Male,26-35,1,Protected audit group,postcode_risk_band
APP-00277,US,49,28690,645,0.465,5.4,9210,Low,0,0,0.327,Declined,0,Female,46-55,0,Reference audit group,debt_to_income
APP-00278,EU,43,27470,600,0.431,1.3,12492,Medium,0,0,0.1417,Declined,1,Male,36-45,1,Protected audit group,credit_score
APP-00279,EU,43,49429,675,0.216,1.0,18297,Low,0,0,0.545,Declined,0,Male,36-45,0,Reference audit group,employment_length
APP-00280,US,33,87023,649,0.338,3.0,35442,Low,0,0,0.479,Declined,0,Male,26-35,0,Reference audit group,credit_score
APP-00281,US,32,63898,664,0.35,3.6,30579,Low,0,0,0.4866,Declined,1,Male,26-35,0,Reference audit group,credit_score
APP-00282,US,43,41097,593,0.464,7.1,11677,Very High,0,1,0.1076,Declined,1,Male,36-45,1,Protected audit group,credit_score
APP-00283,US,26,62794,691,0.256,8.3,12065,High,1,0,0.5022,Declined,0,Female,26-35,1,Protected audit group,thin_file_flag
APP-00284,EU,37,56130,667,0.298,4.0,13223,High,0,0,0.4306,Declined,0,Female,36-45,0,Reference audit group,postcode_risk_band
APP-00285,US,45,42390,724,0.056,1.3,12771,Low,0,0,0.7624,Approved,0,Male,36-45,0,Reference audit group,employment_length
APP-00286,EU,22,23114,706,0.412,2.1,11689,Low,0,1,0.396,Declined,0,Female,19-25,0,Reference audit group,income_instability_flag
APP-00287,US,27,61184,581,0.364,9.9,27841,Low,0,0,0.2751,Declined,0,Female,26-35,0,Reference audit group,credit_score
APP-00288,US,26,37125,606,0.482,3.6,20277,High,1,0,0.0913,Declined,1,Male,26-35,1,Protected audit group,credit_score
APP-00289,EU,44,22573,758,0.335,0.7,9662,High,0,1,0.4799,Declined,0,Female,36-45,0,Reference audit group,employment_length
APP-00290,US,32,71979,649,0.198,5.2,36329,Medium,0,0,0.4923,Declined,0,Female,26-35,0,Reference audit group,credit_score
APP-00291,US,45,34892,597,0.239,4.4,16281,Very High,0,0,0.1588,Declined,0,Male,36-45,0,Reference audit group,credit_score
APP-00292,US,22,36246,642,0.403,4.0,11924,Low,0,1,0.2976,Declined,0,Female,19-25,1,Protected audit group,income_instability_flag
APP-00293,EU,36,39034,717,0.066,4.6,13765,Very High,0,0,0.6095,Approved,0,Female,36-45,0,Reference audit group,postcode_risk_band
APP-00294,US,34,63538,732,0.191,1.3,18571,Medium,0,0,0.7227,Approved,0,Male,26-35,0,Reference audit group,employment_length
APP-00295,EU,40,55110,644,0.355,7.5,21198,Medium,0,0,0.4129,Declined,0,Male,36-45,0,Reference audit group,credit_score
APP-00296,EU,26,51851,676,0.175,2.4,26033,Medium,1,0,0.4163,Declined,0,Female,26-35,0,Reference audit group,thin_file_flag
APP-00297,US,30,41661,638,0.253,9.0,15119,High,0,1,0.3069,Declined,0,Female,26-35,1,Protected audit group,postcode_risk_band
APP-00298,EU,47,52566,648,0.277,12.1,21306,Low,0,0,0.52,Declined,0,Male,46-55,0,Reference audit group,credit_score
APP-00299,EU,27,31384,709,0.3,9.6,12103,High,0,0,0.5387,Declined,0,Female,26-35,0,Reference audit group,postcode_risk_band
APP-00300,US,26,35645,683,0.438,4.0,17826,Medium,1,0,0.2942,Declined,0,Female,26-35,1,Protected audit group,thin_file_flag
APP-00301,US,38,36958,567,0.158,5.3,17218,Low,1,0,0.1784,Declined,0,Male,36-45,0,Reference audit group,credit_score
APP-00302,US,21,36260,666,0.286,9.0,16723,High,0,0,0.4073,Declined,1,Female,19-25,0,Reference audit group,postcode_risk_band
APP-00303,EU,44,64120,651,0.426,5.2,28144,Medium,0,1,0.3216,Declined,0,Male,36-45,1,Protected audit group,income_instability_flag
APP-00304,EU,41,47063,649,0.364,7.5,23749,Low,0,0,0.4442,Declined,0,Male,36-45,0,Reference audit group,credit_score
APP-00305,EU,38,48281,668,0.167,2.2,16137,Low,0,0,0.5659,Approved,0,Male,36-45,0,Reference audit group,credit_score
APP-00306,EU,36,36813,690,0.365,4.7,14385,Low,1,0,0.4278,Declined,0,Male,36-45,1,Protected audit group,thin_file_flag
APP-00307,EU,37,55113,582,0.33,3.2,22503,High,1,1,0.0897,Declined,1,Male,36-45,0,Reference audit group,credit_score
APP-00308,EU,31,61747,654,0.438,1.4,28924,Medium,0,0,0.3265,Declined,0,Male,26-35,1,Protected audit group,employment_length
APP-00309,EU,51,98793,760,0.406,4.7,59509,Medium,1,0,0.6617,Approved,0,Male,46-55,1,Protected audit group,thin_file_flag
APP-00310,EU,50,42655,629,0.275,7.0,21516,Very High,0,0,0.2499,Declined,1,Female,46-55,0,Reference audit group,postcode_risk_band
APP-00311,US,38,36114,607,0.249,1.9,17941,Low,0,0,0.2743,Declined,0,Male,36-45,0,Reference audit group,credit_score
APP-00312,EU,40,22098,664,0.334,3.2,13947,Medium,0,0,0.304,Declined,0,Male,36-45,0,Reference audit group,postcode_risk_band
APP-00313,US,32,52312,728,0.394,3.7,24654,Low,0,1,0.5959,Approved,0,Male,26-35,0,Reference audit group,income_instability_flag
APP-00314,EU,53,46227,739,0.261,4.8,18994,Low,0,0,0.7514,Approved,0,Male,46-55,0,Reference audit group,credit_score
APP-00315,EU,45,34161,700,0.216,2.1,11593,High,0,1,0.4257,Declined,0,Female,36-45,0,Reference audit group,postcode_risk_band
APP-00316,EU,55,18000,540,0.175,1.4,5148,Low,1,1,0.0684,Declined,1,Female,46-55,0,Reference audit group,credit_score
APP-00317,US,25,26497,621,0.2,0.7,8042,Low,0,0,0.3156,Declined,0,Female,19-25,1,Protected audit group,employment_length
APP-00318,EU,23,34229,614,0.428,5.4,19600,Medium,0,0,0.2059,Declined,0,Male,19-25,1,Protected audit group,credit_score
APP-00319,EU,40,64342,686,0.057,0.9,32788,Medium,0,0,0.6167,Approved,0,Male,36-45,1,Protected audit group,employment_length
APP-00320,EU,25,38461,702,0.49,2.1,18853,High,1,0,0.2588,Declined,0,Female,19-25,1,Protected audit group,thin_file_flag
APP-00321,US,41,62738,511,0.336,3.1,36026,Very High,1,0,0.0348,Declined,1,Female,36-45,0,Reference audit group,credit_score
APP-00322,US,62,53533,669,0.402,2.6,27123,Low,1,1,0.2857,Declined,0,Female,56+,0,Reference audit group,thin_file_flag
APP-00323,EU,36,83117,718,0.114,6.5,39332,Low,0,0,0.8104,Approved,0,Female,36-45,0,Reference audit group,credit_score
APP-00324,EU,42,63191,686,0.444,4.7,30471,Very High,0,0,0.3497,Declined,1,Male,36-45,0,Reference audit group,postcode_risk_band
APP-00325,EU,34,53382,590,0.201,1.0,12971,Low,1,0,0.223,Declined,0,Female,26-35,1,Protected audit group,credit_score
APP-00326,EU,28,59955,690,0.306,5.3,30301,Low,0,0,0.6081,Approved,0,Female,26-35,0,Reference audit group,credit_score
APP-00327,US,46,43033,693,0.313,1.4,24505,High,0,0,0.3975,Declined,0,Female,46-55,0,Reference audit group,postcode_risk_band
APP-00328,US,30,66510,674,0.197,3.9,17190,Very High,0,0,0.4613,Declined,0,Female,26-35,1,Protected audit group,postcode_risk_band
APP-00329,EU,39,51823,814,0.427,3.8,25020,Medium,0,0,0.8184,Approved,0,Male,36-45,1,Protected audit group,debt_to_income
APP-00330,US,44,38940,746,0.374,4.6,24078,High,0,0,0.5683,Approved,0,Female,36-45,0,Reference audit group,postcode_risk_band
APP-00331,US,38,43442,657,0.42,1.8,21623,High,1,0,0.1856,Declined,0,Female,36-45,0,Reference audit group,thin_file_flag
APP-00332,EU,46,77755,724,0.344,6.3,31138,Low,0,0,0.7411,Approved,0,Male,46-55,0,Reference audit group,credit_score
APP-00333,EU,31,81006,708,0.134,8.5,28860,Low,0,0,0.8044,Approved,0,Female,26-35,0,Reference audit group,credit_score
APP-00334,EU,47,41261,670,0.42,4.1,15775,Very High,0,1,0.2309,Declined,0,Male,46-55,1,Protected audit group,postcode_risk_band
APP-00335,US,23,19326,596,0.161,6.5,6657,High,1,1,0.1164,Declined,1,Male,19-25,0,Reference audit group,credit_score
APP-00336,US,41,40023,580,0.364,5.1,17207,Medium,0,0,0.1768,Declined,1,Male,36-45,1,Protected audit group,credit_score
APP-00337,US,19,66896,513,0.486,2.4,24902,High,1,0,0.0368,Declined,1,Female,19-25,1,Protected audit group,credit_score
APP-00338,US,26,39569,589,0.414,8.2,16093,Medium,1,0,0.1451,Declined,0,Female,26-35,1,Protected audit group,credit_score
APP-00339,US,32,89232,688,0.503,11.4,43507,Medium,1,0,0.4246,Declined,0,Male,26-35,1,Protected audit group,thin_file_flag
APP-00340,EU,37,43483,581,0.615,1.9,25837,Medium,1,0,0.0626,Declined,0,Female,36-45,1,Protected audit group,credit_score
APP-00341,US,34,58889,657,0.245,2.7,24244,Very High,1,0,0.2469,Declined,0,Male,26-35,1,Protected audit group,postcode_risk_band
APP-00342,US,45,52857,750,0.372,9.6,17591,High,0,0,0.6949,Approved,0,Male,36-45,0,Reference audit group,postcode_risk_band
APP-00343,EU,47,57242,749,0.323,2.9,17247,Medium,0,1,0.6674,Approved,1,Male,46-55,0,Reference audit group,income_instability_flag
APP-00344,EU,52,36846,588,0.292,11.4,19298,High,0,0,0.1868,Declined,0,Male,46-55,1,Protected audit group,credit_score
APP-00345,EU,56,54227,687,0.389,2.9,28551,Low,0,1,0.4464,Declined,1,Female,56+,0,Reference audit group,income_instability_flag
APP-00346,EU,30,112864,691,0.466,7.3,55857,Medium,0,1,0.5119,Declined,1,Female,26-35,1,Protected audit group,income_instability_flag
APP-00347,US,19,41688,583,0.315,1.9,16380,High,0,0,0.143,Declined,1,Female,19-25,1,Protected audit group,credit_score
APP-00348,EU,45,42825,652,0.349,0.4,15843,Very High,0,0,0.2267,Declined,0,Male,36-45,1,Protected audit group,employment_length
APP-00349,EU,51,35581,615,0.246,3.7,11431,Very High,0,0,0.2003,Declined,0,Female,46-55,0,Reference audit group,postcode_risk_band
APP-00350,US,49,32057,640,0.363,12.2,20886,Low,0,0,0.3603,Declined,0,Male,46-55,0,Reference audit group,credit_score
APP-00351,US,35,50490,661,0.269,2.5,22876,High,0,0,0.3645,Declined,1,Female,26-35,0,Reference audit group,postcode_risk_band
APP-00352,US,23,61651,648,0.202,5.2,24196,Medium,0,0,0.4857,Declined,0,Male,19-25,0,Reference audit group,credit_score
APP-00353,EU,41,50732,708,0.226,3.2,23107,Very High,0,0,0.4922,Declined,0,Female,36-45,0,Reference audit group,postcode_risk_band
APP-00354,US,33,49445,754,0.33,4.9,13928,High,0,0,0.6888,Approved,0,Female,26-35,0,Reference audit group,postcode_risk_band
APP-00355,US,58,35619,707,0.349,6.7,16236,Medium,0,0,0.5573,Declined,1,Female,56+,0,Reference audit group,postcode_risk_band
APP-00356,EU,25,42182,521,0.43,7.9,15514,Medium,0,0,0.0945,Declined,0,Female,19-25,1,Protected audit group,credit_score
APP-00357,EU,32,49299,675,0.193,2.7,16233,Low,0,0,0.5854,Approved,0,Female,26-35,0,Reference audit group,credit_score
APP-00358,US,19,26194,658,0.404,6.9,7521,Medium,0,0,0.3596,Declined,0,Male,19-25,0,Reference audit group,postcode_risk_band
APP-00359,EU,31,55628,693,0.27,4.0,20818,Low,0,0,0.6286,Approved,0,Female,26-35,0,Reference audit group,credit_score
APP-00360,US,43,45824,569,0.308,13.7,16351,High,1,0,0.1206,Declined,1,Female,36-45,1,Protected audit group,credit_score
APP-00361,US,45,49704,757,0.232,2.0,25778,Medium,0,0,0.7323,Approved,0,Male,36-45,0,Reference audit group,postcode_risk_band
APP-00362,EU,41,41837,572,0.246,1.8,17469,Low,1,0,0.1477,Declined,0,Female,36-45,0,Reference audit group,credit_score
APP-00363,EU,19,58052,618,0.212,3.6,19159,Medium,0,0,0.3629,Declined,0,Female,19-25,0,Reference audit group,credit_score
APP-00364,US,21,23994,619,0.401,3.1,13457,High,0,0,0.1462,Declined,0,Female,19-25,1,Protected audit group,credit_score
APP-00365,US,25,46375,619,0.261,2.4,15670,Medium,0,0,0.305,Declined,0,Female,19-25,0,Reference audit group,credit_score
APP-00366,US,27,23863,480,0.277,2.6,14661,Medium,1,0,0.0265,Declined,0,Male,26-35,1,Protected audit group,credit_score
APP-00367,EU,30,31082,541,0.448,4.3,16249,Medium,1,0,0.0535,Declined,0,Female,26-35,1,Protected audit group,credit_score
APP-00368,US,37,54691,793,0.527,2.6,30651,Low,0,0,0.7586,Approved,0,Female,36-45,0,Reference audit group,debt_to_income
APP-00369,US,34,56740,644,0.216,6.5,29337,Medium,1,0,0.3546,Declined,1,Female,26-35,0,Reference audit group,thin_file_flag
APP-00370,EU,32,47733,695,0.188,4.1,24065,Low,0,0,0.6426,Approved,0,Male,26-35,0,Reference audit group,credit_score
APP-00371,US,34,41540,734,0.339,11.4,17380,High,0,0,0.6268,Approved,0,Male,26-35,0,Reference audit group,postcode_risk_band
APP-00372,US,39,46688,711,0.188,8.8,11313,High,0,0,0.6636,Approved,0,Female,36-45,0,Reference audit group,postcode_risk_band
APP-00373,EU,25,26983,701,0.362,7.2,10379,Low,1,0,0.4664,Declined,0,Male,19-25,0,Reference audit group,thin_file_flag
APP-00374,US,56,54266,744,0.286,1.3,24117,Low,0,0,0.7274,Approved,0,Female,56+,0,Reference audit group,employment_length
APP-00375,EU,50,55458,700,0.507,4.1,30035,Medium,0,0,0.4527,Declined,0,Female,46-55,0,Reference audit group,debt_to_income
APP-00376,EU,58,33682,694,0.301,3.9,7721,Medium,0,0,0.5268,Declined,0,Female,56+,1,Protected audit group,postcode_risk_band
APP-00377,US,41,46739,586,0.437,4.9,19456,Low,0,1,0.1717,Declined,0,Male,36-45,0,Reference audit group,credit_score
APP-00378,US,45,86949,715,0.282,6.8,30140,Low,0,0,0.763,Approved,0,Female,36-45,0,Reference audit group,credit_score
APP-00379,EU,38,51017,608,0.503,2.0,21273,High,0,1,0.1176,Declined,0,Male,36-45,0,Reference audit group,credit_score
APP-00380,US,39,50400,713,0.146,1.7,15810,Medium,0,0,0.6684,Approved,0,Male,36-45,0,Reference audit group,postcode_risk_band
APP-00381,US,31,68021,698,0.361,2.2,36599,High,1,1,0.2993,Declined,0,Female,26-35,0,Reference audit group,thin_file_flag
APP-00382,US,37,61469,674,0.193,3.5,31881,Low,0,0,0.5902,Approved,0,Male,36-45,0,Reference audit group,credit_score
APP-00383,US,28,73721,664,0.391,2.7,31223,Low,0,0,0.4767,Declined,0,Female,26-35,0,Reference audit group,debt_to_income
APP-00384,EU,40,91291,574,0.395,6.8,49003,High,1,0,0.1233,Declined,0,Female,36-45,1,Protected audit group,credit_score
APP-00385,EU,38,73680,731,0.321,6.2,27942,Medium,0,0,0.7226,Approved,0,Male,36-45,0,Reference audit group,postcode_risk_band
APP-00386,US,25,82027,655,0.206,8.9,39642,High,0,0,0.4997,Declined,0,Female,19-25,0,Reference audit group,postcode_risk_band
APP-00387,US,50,73763,726,0.343,5.6,30697,Medium,0,0,0.6877,Approved,0,Male,46-55,0,Reference audit group,postcode_risk_band
APP-00388,US,33,35477,640,0.406,7.1,19532,Low,0,0,0.3521,Declined,1,Male,26-35,0,Reference audit group,credit_score
APP-00389,US,19,38796,632,0.417,4.3,15719,Low,1,0,0.2332,Declined,1,Female,19-25,1,Protected audit group,thin_file_flag
APP-00390,EU,23,65128,534,0.366,5.3,43434,Very High,0,0,0.071,Declined,1,Female,19-25,0,Reference audit group,credit_score
APP-00391,US,37,85691,684,0.291,3.1,38079,Low,0,0,0.6141,Approved,0,Female,36-45,0,Reference audit group,credit_score
APP-00392,EU,49,55940,747,0.443,4.4,30758,Very High,0,0,0.5238,Declined,0,Female,46-55,0,Reference audit group,postcode_risk_band
APP-00393,US,47,26060,628,0.602,9.0,12984,High,0,0,0.1516,Declined,0,Female,46-55,1,Protected audit group,debt_to_income
APP-00394,US,52,33856,631,0.375,4.0,16163,Low,0,1,0.2563,Declined,0,Male,46-55,0,Reference audit group,income_instability_flag
APP-00395,EU,35,37697,703,0.178,9.1,8730,Low,0,0,0.7275,Approved,0,Male,26-35,0,Reference audit group,credit_score
APP-00396,US,50,27878,616,0.362,2.5,15467,Medium,0,0,0.1938,Declined,0,Male,46-55,1,Protected audit group,credit_score
APP-00397,EU,44,42264,592,0.378,3.1,15580,Very High,0,1,0.0993,Declined,0,Female,36-45,0,Reference audit group,credit_score
APP-00398,EU,41,46068,586,0.14,4.4,18966,Low,0,0,0.3249,Declined,1,Female,36-45,0,Reference audit group,credit_score
APP-00399,US,35,82374,789,0.24,6.1,41018,Low,0,0,0.8916,Approved,0,Male,26-35,0,Reference audit group,credit_score
APP-00400,US,35,48386,823,0.268,2.6,13456,Very High,0,0,0.8151,Approved,0,Female,26-35,1,Protected audit group,postcode_risk_band
APP-00401,EU,31,54459,589,0.317,1.6,25529,Low,0,0,0.2361,Declined,0,Female,26-35,1,Protected audit group,credit_score
APP-00402,EU,27,40376,657,0.257,3.8,12333,Low,1,0,0.385,Declined,0,Male,26-35,0,Reference audit group,thin_file_flag
APP-00403,EU,23,35689,608,0.375,4.4,13788,Medium,1,0,0.1587,Declined,0,Female,19-25,1,Protected audit group,credit_score
APP-00404,US,57,58683,655,0.579,9.2,31267,Medium,0,0,0.3309,Declined,0,Female,56+,0,Reference audit group,debt_to_income
APP-00405,EU,40,47493,651,0.515,7.3,31369,Medium,1,1,0.1822,Declined,1,Female,36-45,1,Protected audit group,thin_file_flag
APP-00406,US,23,36778,728,0.513,3.2,15303,Medium,0,0,0.5036,Declined,0,Male,19-25,1,Protected audit group,debt_to_income
APP-00407,US,33,36349,711,0.35,1.3,15595,High,0,0,0.4378,Declined,0,Female,26-35,0,Reference audit group,postcode_risk_band
APP-00408,EU,30,54836,656,0.536,5.1,34156,Medium,0,0,0.301,Declined,0,Male,26-35,1,Protected audit group,debt_to_income
APP-00409,US,22,23548,610,0.332,6.9,8578,Medium,1,1,0.1374,Declined,0,Female,19-25,0,Reference audit group,credit_score
